39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
23, 278632Federal-gov, 33863, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husbe, Whi40teFemale, 0, 0, 38, Unn23d-? 4274159, Privat, Some-college, 1?ieOndlers-ospAmNevInd Nn-Eskimot-, Husb0, Whi40, , Male, 0, 0, 48, Uni31d-States, <, 1433922, Private, 322674079559, e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi35teFemale, 0, 0, 38, Uni21d-States, <2774082, Private, 322674, Some-college, 19, Never-marr HUn, Crafopc?, Not-in- Husb0, Whi35te, Male, 0, 0, 48, Uni39d--States, >50K
23, 3367939, Private, 101825, Masters, 14, Married-civ-spouHe, Crapcve-serv, Husbe, Whi55, , Male, 0, 0, 4> Uni36d-States, <184112Married-choose,15 33863, HS-grad, 9, Married-civ-spouseiv-spc?, Not-in- Husb15024, Whi45teFemale, 0, 0, 3> Uni51d-States, <74660 State-g8192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 4> Uni18d-States, <3950269, Privat1 Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi12teFemale, 0, 0, 38, Unn32d-States, <1712152, Private, 322674079559, e, 1rad, 9, DivoieNever-marriedpcve-serv, Husbe, Whi48, , Male, 0, 0, 48, Uni56d-States, <121362,9, Private, 82079559, e, 19, Never-marr HNever-marriedpc?, Not-in- Husb0, 0hi32te, Male, 0, 0, 48, Uni35d-States, <409200lf-emp-inc, 1632, Some-college, 1rried-civ-spousidNever-marriedpcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Uni63d-States, <268965 412te-g8 95985,e, 1Ss, ,edUn, Crafopcs, Not-in- Husb0, Whi40, , Male, 0, 0, 38, Uni61d-States, <136262Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparateseHranspopcve-serv, Husb0, Whi50teFemale, 0, 0, 3> Unn23d-States, <1413232, Private, 322674, Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn52d-States, <, 1080839, Private, 101825, Masters, 14, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B50, , Male, 0, 0, 4> Uni19d-States, <822102, Private, , Some-college,MaSs, ,ieNever-marriedpcve-serv, Husb0, Whi50te, Male, 0, 0, 48, Uni33d-States, <=54009439, Private, 101825, Masters, 14, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B50, , Male, 0, 0, 4> Uni35d-States, <30848949, Private, 82649, Bachelors, 13, MaSs, , MHe, Crapce, Norv, Husb0, Whi50te, Male, 0, 0, 48, Uni35d-States, <187053, ome-colleg079559, e, 1rried-civ-spoild,,Never-marriedpcve-servin- Husb0, Whi60teFemale, 0, 0, 3> Uni38d-States, <75826Married-choose,15 33863, HS-grad, 9, Married-civ-spouseiv-spc?, Not-in- Husbe, Whi40teFemale, 0, 0, 38, Unn23d-States, <413345,9, Private, 82, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi60teFemale, 0, 0, 38, Uni22d-States, <356567 >50K
62, ?, 94079559, e, 1r, 9, Marri,idNever-marriedpc?, Not-, Husb0, Whi60teFemale, 0, 0, 38, Unn20d-States, <2238112, Private, , Some-college, 19, Never-married,ieNever-marriedpc?, Not-M Husb0, Whi40, , Male, 0, 0, 48, Unn19d-States, <1593132, Private, , Some-college, 19, Never-married,ieNever-marriedpc?, Not-M Husb0, Whi40, , Male, 0, 0, 48, Unn47d-States, <2501702, Private, 192390, HS-grad, 9, Married-civ-spouse, MHe, Crapce, Not-, Husb0, Whi40, , Male, 0, 0, 4> Unn59d-States, <1356179, Privat192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 48, Uni38d-States, <1873462, Private, , Some-college,MaSs, ,ieOndlers-ospve-servin- Husb0 <Whi40, , Male, 0, 0, 48, Unn36d-States, <1081032, Private, 192390, HS-grad, 9, Ma9, Never-marrouHe, Crapcve-serv, Husbe, Whi50te, Male, 0, 0, 48, Uni27d-States, <255476 B5Pri6te-g2, Some-college, 19, Never-marr HOd, Craft-repspc?, Not-, Husb0, Whi40te, Male 38, Uni24d-States, <68577 >50K
62, ?, 94192390, HS-grad, 9, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Uni35d-States, <155961, ome-colleg1 Some-college, 19, Never-marr HOndlers-ospe, Not-in- Husb0, Whi35teJamaDiv 48, Uni22d-States, <=52641022, Private, 322674, Some-college, 19, Never-marr HOd, Craft-repspce, Not-, Husb0, 0hi39 19,iti 38, Uni37d-States, <167777, ome-college, 10, Separated, Adm-rried-civ-spoild MHe, Crapcve-serv, Husb0, Whi52teFemale, 0, 0, 38, Uni36d-States, <225399, ome-college, 10, Separated, Adm-rried-civ-spouHe, Crapcve-serv, Husb7298, Whi40teFemale, 0, 0, 3> Uni28d-States, <199998, ome-colleg19Some-coe, 19, Never-marr HNever-marriedpc?, Not-in- Husb0, 0hi25, , Male, 0, 0, 48, Unn55d-States, <199856Federal-gov, 33863, HS-grad, 9, MaSs, ,ieiv-spcs, Not-in- Husb0, Whi50, , Male, 0, 0, 48, Unn29d-? 3189765 B5Pri6te-g2, Some-college, 10, Ma?seiv-spc?, Not-in- Husbe, Whi40teFemale, 0, 0, 38, Unn32d-States, <19304249, Private, 82649, Bachelors, 13, MaSs, ,seHe, Crapcve-serv, Husb0, Whi44, , Male, 0, 0, 38, Uni66d-? 42228102, Private, 322674079559, e, 1?ieOd, Craft-repspc?, Not-in- Husb0, Whi35, , Male, 0, 0, 48, Uni47d-States, <, 1625952, Private, 322674, Some- Hs, 13, -absent 1rried-civ-spieOd, Craft-repspc?, Not-, Husb0, Whi45te, Male, 0, 0, 48, Uni23d-States, <208826,9, Private, 82, Some-college, 19, Never-marr HNever-marriedpc?, Not-in- Husb0, 0hi40, , Male, 0, 0, 48, Uni50d-States, <, 1201909, Private, 1079559, e, 1ge, 10, Divorc,,Never-marriedpc?, Not-in- Husb0, Whi45te, Male, 0, 0, 48, Uni40d--States, >50K
23, 27242Federal-gov, 33863, HS-grad, 9, Mad, ?, Own-child,,Hranspopcve-serv, Husb0, Whi84teFemale, 0, 0, 38, Unn51d-States, <348099, ome-colleg, Some-college, 1rried-civ-spouse,idNever-marriedpcve-servin- Husb0 <1590hi40, , Male, 0, 0, 48, Uni34d-States, <1850412, Private, , Some-college,Mage, 10, DivorcedNever-marriedpcve-servin- Husb0 <16699,45, Female, 0, 0, 38, Unn28d-States, <309196,9, Private, 82, Some-college, 1ge,ed-civ-spousidNever-marriedpcve-servin- Husb0, 0hi40, , Male, 0, 0, 48, Uni52d-States, <=5254285079octores, <16, Some-college, 10, Married-civ-spouseHe, Crapc?, Not-, HusbWhi1887, 7WhiGer, Sy 3> Uni39d-SStates, 
23, 336226Federal-gov, 33863, HS-grad, 9, MaEd, 9, SeparateseHranspopcve-serv, Husb3103, Whi60teFemale, 0, 0, 3> Unn43d-States, <24069849, Private, 82649, Bachelors, 13, Marad, 9, DivoieHe, Crapcve-serv, Husbe, Whi40, Female, 0, 0, 3> Uni36d-States, <411797,9, Private, 82, Some-college,Mage, 10, DivorcedOndlers-apcs, Not-in- Husb0 <Whi35, , Male, 0, 0, 4> Uni25d-States, <178843,9, Private, 82, Some-college,Mage, 10, DivorcedOndlers-apcs, Not-in- Husb0 <Whi15te, Male, 0, 0, 48, Uni42d-States, <1361772, Private, 322674079559, e, 1rad, 9, DivoieUn, Crafopcs, Not-in- Husb0, Whi38teFemale, 0, 0, 38, Uni35d-States, <2434092, Private, 310632, Some-college, 10, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi40teGer, Sy 38, Unn43d-States, <2580499, Private, 101825, Masters, 14, MaEd, 9, SeparateseHranspopcve-serv, Husb7688, Whi53, , Male, 0, 0, 4> Uni34d-States, <164748Federal-gov, 33863, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi40, , Male, 0, 0, 48, Uni50d-States, <=52418549, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husb0, Whi38, , Male, 0, 0, 4> Uni30d-States, <1674762, Private, 310632, Some-college, 10, Married-civ-spoild MHe, Crapcve-serv, Husb0, Whi60teFemale, 0, 0, 38, Unn44d-States, <1069009, Private, 101825, Masters, 14, Married-civ-spouseHe, Crapc?, Not-, HusbWhiWhi44teFemale, 0, 0, 3> Uni52d-States, <53497 >50K
62, ?, 94192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi40, , Male, 0, 0, 48, Uni35d-States, <335704lf-emp-inc, 1632e, 10, Separated, Adm-Ss, , MHe, Crapcve-serv, Husb0, Whi60teFemale, 0, 0, 38, Unn36d-States, <211022 >50K
62, ?, 94079559, e, 1ge, 10, Divorc,,Never-marriedpc?, Not-, Husbe, Whi40, Female, 0, 0, 3> Uni30d-States, <163003,9, Private, 82, Some-college,MaEd, 9, Separavo HOndlers-opcA, Not-in-family, t-in- Husb0, W B52d-Taiwan 38, Unn36d-SStates, 
23, 7714649, Private, 82649, Bachelors, 13, MaSs, ,seHranspopcve-serv, Husb15024, Whi45teFemale, 0, 0, 3> Uni39d-States, <67433,9, Private, 82, Some-college,MaEd, 9, Separavo HNever-marriedpcve-servin- Husb0, 0hi40, , Male, 0, 0, 48, Uni25d-States, <4585499, st-4te-g2 33863, HS-grad, 9, Mad, ?, Own-child,,Hranspopcve-serv, Husb0, Whi96te, Male 38, Uni26d-States, <19046949, Private, 82, Some-college, 1r, 9, Marri,idNever-marriedpc?, Not-, Husb0, Whi40teFemale, 0, 0, 38, Unn20d-States, <1954112, Private, , Some-college,MaSs, ,ieOndlers-ospe, Not-in- Husb0, Whi20te, Male, 0, 0, 48, Uni20d-States, <2168892, Private, 322674, Some-college, 1ge,ed-civ-spous HOndlers-apcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn70, ? 3336007 B5Pri6te-g2, Some-college, 10, Ma?seHranspospve-serv, Husb0, Whi20, , Male, 0, 0, 48, Uni26d-States, <1673502, Private, , Some-college, 1rried-civ-spoild,,Ondlers-apcve-serv, Husbe, Whi50te, Male, 0, 0, 48, Uni24d-States, <2418572, Private, 322674, Some-college, 1rad, 9, DivoidNever-marriedpce, Not-in- Husb0 <Whi35, , Male, 0, 0, 48, Unn48d-States, <12589249, Private, 82649, Bachelors, 13, Mar, 9, Marri,ieHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 4> Uni62d-States, <2722092, Private, 079559, e, -Stat-h13, -er-mieUn, Crafopce, Not-in- Husb0, Whi99, , Male, 0, 0, 48, Unn48d-States, <1752212, Private, 192390, HS-grad, 9, Married-civ-spouse, MHe, Crapcve-serv, Husb0, W B40, , Male, 0, 0, 48, Uni52d-States, <18019549, Private, 82649, Bachelors, 13, MaSs, , MHe, Crapcve-serv, Husb0, Whi40, , Male, 0, 0, 4> Uni25d-States, <38090,9, Private, 82, Some-college,MaSs, ,ieNever-marriedpcve-serv, Husb0, Whi44, , Male, 0, 0, 38, Uni58d-States, <310085 B5Pri6te-g2, Some-college, 10, Married-civ-spouse, MHe, Crapcve-serv, Husb0, W B40, , Male, 0, 0, 48, Uni40d-States, <=50K118686,9, Private, 82, Some-college, 1ge, 10, Divorc,,Never-marriedpc?, Not-in- Husb0, Whi45te, Male, 0, 0, 48, Uni29d-? 31129632, Private, 310632, Some-college, 10, Ma?seiv-spc?, Not-in- Husbe, Whi40teFemale, 0, 0, 38, Unn45d--States, 
23, 120131d-7Pri8ate,101825, Masters, 14, MaEd, 9, SeparateseHranspopcve-serv, Husb0, Whi52d-? 48, Unn19d-States, <439372, Private, 322674, Some-college, 19, Never-marr HOd, Craft-repspc?, Not-in- Husb0, Whi20te, Male, 0, 0, 48, Uni37d-States, <2104389, Privat, Some-college, 19, Never-married,ieNever-marriedpce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Unn23d-States, <1767249, Privat, Some-college, 10, Married-civ-spouse, MHe, Crapcve-serv, Husb0, W B40, Puerto-Rale 38, Unn31d--States, >50K
23, 1133642, Private, 079559, e, 1rried-civ-spieNever-marriedpc?, Not-M Husb0, Whi60, , Male, 0, 0, 38, Uni64d--States, >50K
23, 73986d-7Pri8ate,101825, Masters, 14, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi20, , Male, 0, 0, 48, Uni28d-States, <, 1979322, Private, 322674, Some-college, 1Aad, 9, DivoieOndlers-apcs, Not-in- Husb0, Whi16, , Male, 0, 0, 48, Uni32d-States, <1932852, Private, , Some-college, 1rried-civ-spieOndlers-apcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn49d-States, <, 2233422, Private, 322674079559, e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi44, , Male, 0, 0, 48, Uni35d-States, <497492, Private, 322674079559, e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi40, , Male, 0, 0, 4> Uni19d-? 42115532, Private, 322674, Some-college, 1?ieOndlers-apcs, Not-in- Husb0, Whi35teFemale, 0, 0, 38, Unn45d-States, <201865079octores, <16, Some-college, 10, MaEd, 9, SeparateseHranspopcve-serv, Husb0, Whi45teFemale, 0, 0, 3> Uni39d-States, <322143 412te-g8, Some-college, 10, Married-civ-spoild MHe, Crapcve-serv, Husb15024, Whi70teFemale, 0, 0, 3> Uni55d-States, <1587022, Private, 322674, Some-college, 1rad, 9, DivoidNever-marriedpce, Not-in- Husb0 <23399,45, ? 48, Unn46d--States, >50K
23, 275625,9, Private, 82079559, e, 19, Never-marr HUn, CrafopcA, Not-in-family, t-in- Husb0, Whi602, Puth 3> Uni19d-States, <2065992, Private, 322674, Some-college, 1Aad, 9, DivoieOndlers-apcs, Not-in- Husb0, Whi16, , Male, 0, 0, 48, Uni29d-States, <898132, Private, 192390, HS-grad, 9, Married-civ-spouse,seiv-spc?, Not-in- Husbe, Whi40teScotmily 48, Uni25d-States, <=5156848Federal-gov, 33863, HS-grad, 9, Mage,ed-civ-spous HOndlers-apcve-serv, Husb0, Whi35te, Male, 0, 0, 48, Uni37d-States, <162494,9, Private, 82, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi40, , Male, 0, 0, 48, Uni30d-States, <205407, ome-colleg, Some-college, 1rad, 9, DivoieUn, Crafopc?, Not-, Husb0, Whi40te, Male, 0, 0, 48, Unn28d-States, <3753132, Private, 192390, HS-grad, 9, Married-civ-spouse,ieHranspopcA, Not-in-family, t-, Husb0, Whi40d-Srs-ippin0, 48, Uni36d-States, <=50K9309482, Private, 31063219Some-coe, 1rad, 9, DivoieUn, Crafopce, Not-in- Husb6497, Whi56, , Male, 0, 0, 48, Uni32d-States, <1278952, Private, 322674, Some-college, 1Ed, 9, SeparavoieUn, Crafopce, Not-in- Husb0 <Whi35, , Male, 0, 0, 48, Unn34d-States, <2487549, Privat, Some-college, 1rried-civ-spouse,idNever-marriedpcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn34d-States, <188096, ome-colleg, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi36te, Male, 0, 0, 48, Uni20d-States, <2168112, Private, 322674, Some-college, 1Ss, ,edOndlers-apcs, Not-in- Husb0, Whi40te, Male, 0, 0, 48, Unn27d--States, 
23, 1138709, Private, 1, Some-college, 1rried-civ-spoild,,Ondlers-apcve-serv, Husbe, Whi40te, Male, 0, 0, 48, Uni36d-States, <=50K343052Federal-gov, 33863, HS-grad, 9, Marad, 9, Divoieiv-spc?, Not-in- Husb0, 0hi40teFemale, 0, 0, 38, Uni35d-States, <2809662, Private, 310632, Some-college, 10, MaSs, , MHe, Crapcve-serv, Husb0, Whi40, , Male, 0, 0, 48, Uni37d-States, <420442, Private, 079559, e, 1Ed, 9, SeparavoieNever-marriedpcs, Not-, Husb0, Whi35te, Male, 0, 0, 48, Uni32d-States, <3095132, Private, 192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi50teFemale, 0, 0, 38, Unn32d-States, <1636049, Private, 1, Some-college, 1ge, 10, DivorcedNever-marriedpc?, Not-in- Husb0, Whi20te, Male, 0, 0, 48, Uni52d-States, <2241982, Private, 079559, e,MaSs, ,ieNever-marriedpcve-servin-, Wif0, Whi48te, Male, 0, 0, 48, Uni50d-States, <3382832, Private, 310632, Some-college, 10, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi40teFemale, 0, 0, 3> Unn23d-States, <242375, ome-colleg1 Some-college, 19, Never-marr HNever-marriedpcve-servin-, Wif0, Whi30, , Male, 0, 0, 48, Uni25d-States, <81286Federal-gov, 33863, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husb0, 0hi45teFemale, 0, 0, 38, Uni21d-States, <243368d-Ste-choose,11 Some-college,Mad, ?, Own-child,,Never-marriedpc?, Not-, Husb0, Whi50te, Male 38, Unn31d-States, <2178032, Private, 079559, e,MaSs, ,ieNever-marriedpcve-servin-, Wif0, Whi32te, Male, 0, 0, 48, Uni31d--States, >50K
23, 3230202, Private, 310632, Some-college, 10, Ma9, Never-marrieiv-spcve-servin-, Wif0, Whi30, , Male, 0, 0, 48, Uni41d-States, <34278 >50K
62, ?, 9419Some-coe, 19, Never-marr HNever-marriedpc?, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni47d-States, <1845792, Private, 310632, Some-college, 10, Mar, 9, Marri,ieHe, Crapcve-serv, Husbe, Whi60teFemale, 0, 0, 38, Unn20d-? 42107812, Private, 322674, Some-college, 1?ieOndlers-apcs, Not-in- Husb0, Whi10te, Male, 0, 0, 48, Uni20d-States, <1426732, Private, 322674, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi45, , Male, 0, 0, 48, Uni29d-States, <131714 State-g6079559, e, 1rried-civ-spouse,idNever-marriedpce, Not-in- Husb0, 0hi25, , Male, 0, 0, 48, Unn51d-States, <, 747842, Private, 322674 95985,e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi40teFemale, 0, 0, 38, Unn30d-States, <, 18137249, Private, 82649, Bachelors, 13, Married-civ-spouseiv-spcve-servin-, Wif0, Whi33, , Male, 0, 0, 4> Unn23d-? 4625072, Private, 322674, Some-college, 1? HNever-marriedpcs, Not-in- Husb0, Whi12teFemale, 0, 0, 38, Unn48d-States, <15566449, Private, 82649, Bachelors, 13, Marad, 9, DivoieHe, Crapcve-serv, Husbe, Whi35teFemale, 0, 0, 3> Uni39d-States, <174924, ome-colleg19Some-coe, 1Ed, 9, SeparavoieNever-marriedpcs, Not-, Husb14344, Whi40, , Male, 0, 0, 4> Uni62d-States, <11344049, Private, 82649, Bachelors, 13, MaSs, , MHe, Crapcve-serv, Husb0, Whi35teFemale, 0, 0, 38, Uni22d-States, <147227,9, Private, 82, Some-college,Ma9, Never-marr HNever-marriedpc?, Not-, Husb0, Whi30, , Male, 0, 0, 48, Uni46d-States, <=50K20702249, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husb7688, Whi40teFemale, 0, 0, 3> Unn51d-States, <, 1230119, Private, 101825, Masters, 14, Married-civ-spouseHe, Crapc?, Not-, HusbWhi1977hi35, , Male, 0, 0, 4> Uni20d-States, <1846782, Private, , Some-college,MaSs, ,ieNever-marriedpcs, Not-in- Husb0, Whi32te, Male, 0, 0, 48, Uni40d--States, 
23, 182437lf-emp-inc, 1632e, 10, Separated, Adm-Ss, , MHe, Crapcve-serv, Husb15024, Whi50teFemale, 0, 0, 3>, Un31d-States, <9863949, Private, 82, Some-college, 1r, 9, Marri,idNever-marriedpc?, Not-, Husb0, Whi40teFemale, 0, 0, 38, Unn30d-States, <1742012, Private, 322674, Some-college, 1rried-civ-spieOndlers-apcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn52d-States, <1237802, Private, 192390, HS-grad, 9, Marad, 9, Divoieiv-spc?, Not-in- Husb0, 0hi38te, Male, 0, 0, 48, Uni20d-States, <3741162, Private, , Some-college,Mage, 10, DivorcedOd, Craft-repspc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni37d-States, <, 212005 >50K
62, ?, 94192390, HS-grad, 9, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi40, , Male, 0, 0, 4> Uni65d-States, <123965,9, Private, 82 95985,e,Ma9, Never-marr HNever-marriedpc?, Not-in- Husb0, Whi40, , Male, 0, 0, 48, Uni40d-States, <24261949, Private, 82, Some-college, 1ge, 10, DivorcedNever-marriedpc?, Not-, Husb4650, Whi40, , Male, 0, 0, 38, Uni60d-States, <, 13850249, Private, 82649, Bachelors, 13, Married-civ-spousouHe, Crapcve-serv, Husb7298, Whi48teFemale, 0, 0, 3> Uni27d-States, <1136352, Private, , Some-college, 1rried-civ-spieNever-marriedpc?, Not-, Husb0, Whi352,Iremily 48, Uni62d-States, <66436649, Private, 82649, Bachelors, 13, MaSs, ,seHranspopcve-serv, Husb0, Whi60teFemale, 0, 0, 3> Uni53d-States, <2183112, Private, 079559, e,MaSs, ,ieNever-marriedpcve-servin-, Wif0, Whi35, , Male, 0, 0, 48, Uni38d-States, <27855749, Private, 82649, Bachelors, 13, MaSs, ,seHranspopcve-serv, Husb0, Whi50teFemale, 0, 0, 3>, Un49d-States, <314773 >50K
62, ?, 94192390, HS-grad, 9, Married-civ-spouseHe, Crapc?, Not-, HusbWhiWhi40teFemale, 0, 0, 38, Uni21d-States, <194861, ome-colleg, Some-college, 1rried-civ-spouse,idOndlers-apcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn18d-States, <4006162, Private, 322674, Some-college, 1Aad, 9, DivoieOndlers-apcs, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni25d-States, <208117,9, Private, 82, Some-college,Mage, 10, DivorcedOd, Craft-repspc?, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni36d-States, <1844989, Privat192390, HS-grad, 9, Married-civ-spouHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 48, Uni52d-States, <1176742, Private, 192390, HS-grad, 9, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi55, , Male, 0, 0, 4> Uni19d-States, <1626212, Private, 322674, Some-college, 1r, 9, Marri,idOndlers-apcve-serv, Husb0, Whi14, , Male, 0, 0, 48, Unn23d-States, <36873949, Private, 82, Some-college, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi40teFemale, 0, 0, 38, Unn63d--States, >50K
23, 19699449, Private, 82649, Bachelors, 13, MaSs, ,seHranspopcve-serv, Husb0, Whi15teFemale, 0, 0, 38, Unn63d--States, >50K
23, 420629 >50K
62, ?, 94192390, HS-grad, 9, Ma9, Never-marrouHe, Crapcve-serv, Husbe, Whi45teFemale, 0, 0, 38, Unn62d--States, 
23, 24549149, Private, 82079559, e,MaSs, ,ieNever-marriedpcve-serv, Husb99999, Whi40teFemale, 0, 0, 3> Unn51d--States, >50K
23, 276456lf-emp-inc, 1632e, 10, Separated, Adm-Ss, , MHe, Crapcve-serv, Husb3103, Whi30, , Male, 0, 0, 4> Uni76d-States, <, 1691332, Private, 322674 95985,e, 1rad, 9, DivoieNever-marriedpcve-servin- Husb0, Whi30te, Male, 0, 0, 48, Uni50d-States, <99307, ome-college, 10, Separated, Adm-rried-civ-spouHe, Crapcve-serv, Husb5013, Whi45teFemale, 0, 0, 38, Unn45d--States, 
23, 120131d-ome-college, 10, Separated, Adm-rried-civ-spouHe, Crapcve-serv, Husb0, Whi50teFemale, 0, 0, 3>, Un44d--States, 
23, 4562362, Private, 322674,79559, e, 1Ss, ,edOndlers-apcs, Not-, Husb0, Whi45teFemale, 0, 0, 3> Uni51d-States, <107123d-7Pri8ate,101825, Masters, 14, Married-civ-spoild MHe, Crapce, Not-, Husb0, Whi40, , Male, 0, 0, 48, Uni42d-States, <, 125461,9, Private, 82, Some-college,MaEd, 9, Separavo HOndlers-apcs, Not-, Husb4650, Whi35teFemale, 0, 0, 38, Unn43d-States, <, 369249, Private, 101825, Masters, 14, Married-civ-spouseHe, Crapc?, Not-, HusbWhiWhi40teFemale, 0, 0, 3> Uni53d-States, <1670659, Privat, Some-college, 10, Married-civ-spouse, MHe, Crapcve-serv, Husb0, W B40, , Male, 0, 0, 48, Uni29d-States, <53642 >50K
62, ?, 94192390, HS-grad, 9, Marad, 9, DivoieHe, Crapcve-serv, Husbe, Whi40, , Male, 0, 0, 48, Uni41d-States, <1546682, Private, 310632, Some-college, 10, Married-civ-spouseHe, Crapc?, Not-, HusbWhiWhi40teFemale, 0, 0, 38, Uni44d-States, <=50K1022382, Private, 079559, e, 1rried-civ-spieUn, Crafopc?, Not-, Husb0, Whi40te, Male, 0, 0, 48, Unn35d-States, <54595 State-g6 95985,e,Ma9, Never-marr HNever-marriedpce, Not-in- Husb0, 198Whi40te, Male, 0, 0, 48, Uni27d-States, <152951d-ome-college, 10, Separated, Adm-rried-civ-spouHe, Crapcve-serv, Husb0, Whi40te, Male, 0, 0, 48, Unn35d-States, <2570422, Private, 310632, Some-college, 10, Married-civ-spouseHe, Crapc?, Not-, HusbWhiWhi50teFemale, 0, 0, 38, Unn60d-States, <74243 >50K
62, ?, 94 95985,e, 1rried-civ-spieNever-marriedpc?, Not-in- Husb0, Whi30te, Male, 0, 0, 48, Uni49d-States, <1490492, Private, 322674079559, e, 1Ed, 9, SeparavoieNever-marriedpcs, Not-, Husb14344, Whi45teFemale, 0, 0, 3> Uni33d-States, <11718649, Private, 82649, Bachelors, 13, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi45te, Male, 0, 0, 48, Unn35d-States, <17832249, Private, 82649, Bachelors, 13, MaSs, ,seHranspopcve-serv, Husb0, Whi40teFemale, 0, 0, 3>, Un31d-States, <=52869112, Private, 310632, Some-college, 10, Marad, 9, DivoieHe, Crapcve-serv, Husbe, Whi38te, Male, 0, 0, 48, Uni54d-States, <2036352, Private, 192390, HS-grad, 9, Marad, 9, DivoieHe, Crapcve-serv, Husb7298, Whi60teFemale, 0, 0, 3> Uni57d--States, >50K
23, 177271079octores, <16, Some-college, 10, Married-civ-spouseHe, Crapc?, Not-, HusbWhiW B35teFemale, 0, 0, 38, Unn30d-States, <1494272,9te-g5, Some-college, 1rried-civ-spieOndlers-apcve-serv, Husb0, Whi45teFemale, 0, 0, 38, Unn45d-States, <101656 State-g6, Some-college, 1rried-civ-spouse,idNever-marriedpcA, Not-in-family, t-, Husb0, Whi40d-Vietnam 48, Uni41d-States, <2743632, Private, 310632, Some-college, 10, Married-civ-spouse, MHe, Crapcve-serv, Husb7298, Whi42, , Male, 0, 0, 4> Uni25d-States, <241025,9, Private, 82, Some-college, 19, Never-marr HOndlers-apcve-serv, Husb0, Whi18te, Male, 0, 0, 48, Uni51d-SStates, 
23, 3388362, Private, 310632, Some-college, 10, MaEd, 9, SeparateseHranspopcve-serv, Husbe, Whi40teFemale, 0, 0, 3>, Un42d-States, <210534 B5Pri6te-g219Some-coe, 1rad, 9, DivoedOd, Craft-repspc?, Not-, Husb0, Whi40, El-Ss,vador 48, Unn28d-States, <95725 >50K
